Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Indonesia,,11.78571429,-0.319488818,-4.967948718,0.674536256,1.675041876,1.812191104,3.074433657,17.89638932,18.50865513,14.04494382,11.33004926,13.27433628,12.5,11.14243825,5.631659056,11.09990394,14.15416541,6.002651013,9.81064666,12.45445081,8.69691008,-1.416023423,3.037421027,9.709880996,-0.403635967,6.648055939,5.198539923,5.237438091,7.847665182,9.89024274,10.26906608,5.767337988,7.20589329,11.16801815,10.4201668,10.68953259,5.17132772,-13.95133111,1.968092928,5.890025647,2.733944445,4.262712502,3.755080393,3.941072818,4.703961793,4.488549697,4.719999564,3.738157326,3.588287877,4.919249327,6.349754192,5.305284956,4.34215208,4.232211488,2.991831063,3.824482261,4.091131457,4.343263312,3.809958372,-2.800135982
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.305848816,-4.883159307,-0.315319695,0.074670175,3.611839038,5.02806967,3.705691502,3.906483233,5.348233416,9.535449916,5.307668309,6.870293439,6.68920505,6.735999986,7.146992277,6.574248807,8.07858784,4.752287876,5.646968523,9.165752629,6.217275725,0.62757917,8.535885585,6.466815819,3.485302862,5.367160852,8.834354629,10.18256858,6.993049511,0.762893508
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.627476304,-3.642721075,5.029303353,-2.871500715,-3.34041365,10.32218579,,
India,,6.712676596,7.072027925,9.447274591,6.479269773,4.525376826,3.568279107,3.341438171,4.726125463,7.293740609,0.348007684,2.509951251,3.742333487,0.592743157,1.564940454,7.418779083,8.408161399,6.822665769,6.618877082,-2.959241018,5.650548273,8.294633163,1.959145178,7.548804684,3.923491316,4.465440879,6.126621388,5.468973212,9.514262022,8.254601415,7.555503578,0.586682302,3.078917781,5.2040406,9.146753856,10.8934388,6.010099069,4.397631716,4.094095928,5.870490394,5.797347934,2.571059671,7.275053289,7.076718518,9.7462772,9.573287129,13.24083359,8.023870489,3.99922669,8.844575103,7.896980228,3.626450393,3.269180543,3.785891904,7.000633488,9.577346165,7.720083979,5.860542317,5.310576724,-1.230129657,-8.165207642
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.678228482,15.48408201,12.37749718,12.49149839,12.95416476,5.08069516,9.766701233,0.661361116,1.039073816,6.206552919,2.554087186,4.802163186,-8.065874466,-8.711130837,0.390662039,1.289326823,-1.480682641,-2.246297245,10.15125689,74.95693388,-0.883962758,4.129952785,11.03520098,3.530867721,13.43609011
"Iran, Islamic Rep.",,16.77223175,10.75073255,8.08626864,9.338684537,16.68341803,12.3503123,12.12872287,16.09356599,18.63223464,12.25727415,15.10723696,13.21321412,11.86952172,0.935683008,-9.740331909,18.30031918,-8.599959098,-22.24363427,-21.60234599,-51.14253083,-0.952842995,73.67624847,6.265764067,-16.50389772,-0.292791313,-7.352423539,9.61182185,-0.758438311,5.389050271,18.29040756,15.80957669,1.169656399,3.580979244,-3.406384714,0.558193119,5.330365617,-2.725505678,0.596191219,-0.525948514,9.102464162,-2.139495242,7.378453239,10.76641738,3.033240083,2.911824025,3.838433217,5.126017844,2.844275525,-0.829419205,6.182454055,1.838208448,-17.93075899,-4.513818004,5.128062021,-1.425111155,24.70555948,3.03721619,-10.95505829,-15.87376523,4.287966681
Iraq,,,,,,,,,,3.184317524,1.098367864,9.050666036,-12.02111517,37.20209292,7.79128006,22.67630441,23.82983608,-3.396609719,22.5831791,31.54698297,4.713574548,-16.87087685,4.770966849,-9.708789411,-10.13721656,-2.309402128,4.243836104,31.81049439,-4.329597505,-10.33069443,196.0749357,-80.29677881,42.22083268,-9.530412518,13.54185586,14.37075167,8.839329157,111.379529,59.63428002,20.06681213,2.524776704,1.551113541,-12.2439869,-38.88449258,42.51033186,-2.639735306,5.618061013,7.108039013,12.33515571,2.863114466,5.065421287,7.240186307,15.64801369,5.794169044,2.353035217,11.83738155,21.14728547,-3.578937401,-2.371492102,3.704211029,-11.5518
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.678883289,5.988188142,3.935525182,3.386118148,7.404287123,3.267038904,-3.155804437,1.708079971,10.72089833,6.263754312,7.712332646,3.888803478,-0.334425171,-16.14873191,-2.013588188,2.679277736,3.053436763,6.597206086,4.085339204,4.764960587,5.528167673,4.662264084,4.295610252,2.252833442,-5.642641001
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.205396289,6.045306532,2.099196234,0.598437902,7.57318156,-6.44185071,-3.285924503,1.771278473,-0.079720732,4.273450236,7.982431801,6.163158901,-1.225048812,-2.423472323,12.49094188,1.444054637,0.214812279,3.220936155,2.509971936,0.85977091,-0.381250367,4.881568404,3.738983201,2.822914728,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.657472781,-0.280682457,-3.304301035,3.684809048,3.90105907,0.310570691,-0.21310825,0.7961577,0.56546063,2.786407074,0.551897725,0.901430163,-0.884572151,2.121087878,0.787323106,2.765700102,1.723089688,-2.532608281,-14.63132421,3.644522421,0.059231672,-4.862533489,-3.051677568,-2.096562424,0.500629644,2.694214464,2.927410013,1.888098474,-0.120462097,-10.2486117
Jamaica,,,,,,,,-0.619564889,7.444740936,-0.550782704,14.54612962,2.767830892,5.867102991,-0.407567295,-1.240823931,-4.01328577,-11.57539774,-6.006607394,-1.161477145,-3.21746686,-9.493579572,0.865814995,-1.751441613,2.940502835,-3.617779113,-4.56122527,2.285996586,8.303456529,6.666175375,13.55930042,5.449789175,-1.961488854,0.724519019,2.253901969,-0.110558027,1.1608202,-3.906315437,-2.084854164,-2.64778702,-0.43091624,-0.35357188,0.043777289,-0.278094448,2.808907673,3.82671399,1.931544045,-1.312291389,1.505570611,-3.181018774,-12.95446214,-3.236451406,2.863360291,-2.862591804,0.524639189,0.172673595,1.592056503,1.080325369,0.833018987,4.762290738,-0.749897335,-5.697306957
Jordan,,,,,,,,,,,,,,,,,,10.49646709,16.26700323,25.80147148,12.897164,13.85430644,14.67464272,3.2144762,10.44465731,-13.49895583,-0.65171504,0.146070698,-10.62108836,4.750318963,-6.608316338,2.96321096,30.25362117,8.503228926,12.05331438,2.892405253,-4.591758036,5.476867685,1.526039822,6.662658279,4.103213887,8.645455329,14.91691319,1.841700396,13.00465709,7.138065287,9.708303942,9.064319274,8.024638468,-1.932867138,2.184463682,3.798247856,0.476729978,1.839102134,4.102869415,2.403065529,0.814224,1.743740984,1.211042808,1.416633528,-2.427847555
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.504561564,4.153676066,-0.338201547,-2.881293453,-0.741230789,2.658573454,-3.785512402,-1.93849304,1.803983454,3.093724082,3.264747263,2.582952964,1.911562709,-1.058576167,-14.84064617,11.26927561,-3.090280494,0.441536899,2.088560957,3.005986725,2.274167989,0.100095,4.750308578,1.20779462,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.72932701,-22.91954198,-16.2845075,-25.57984431,-14.2254695,-2.756589071,4.533766446,-0.400562849,3.403194292,15.29510712,15.37734629,11.75712503,9.211626985,11.12527235,10.527265,13.36199504,7.982747147,2.542699737,1.51115972,7.415450131,3.474837796,1.897677777,3.125740657,1.759097117,0.104753704,1.710463417,6.3000325,4.455260088,6.617818111,3.007670431
Kenya,,,,,,3.596178164,8.011248145,5.768173677,13.1635807,7.480181685,-5.666614092,26.28304456,46.54850196,7.88541558,0.797526267,0.460752977,-0.379645374,12.85061666,10.57345418,3.533964338,5.331623358,4.000695755,1.689245583,0.472048616,2.129756498,5.873701517,3.977131369,5.289068116,5.360113487,6.17945085,4.665249185,2.5345459,-0.051833745,0.200527785,1.904652395,3.53494883,3.395724533,1.191812917,0.235555222,-2.363611647,-1.832033748,5.497355696,2.346471002,6.119219045,4.072766286,4.388041774,5.889874425,6.134394899,-0.047488056,3.6959784,8.681246228,7.245594463,4.177650394,5.331991189,6.085173821,7.265461059,5.943267331,3.901645872,5.473424116,4.607377695,3.560997886
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.04971704,2.730262426,-2.184287528,-7.493664266,-26.0834821,-22.86802237,-37.30493921,-12.27966232,2.561734703,19.80456886,-1.785480435,-3.814558248,10.15576285,4.497961808,-9.031983634,12.72611526,3.047624149,-9.848832544,-7.048846401,10.29633945,13.95415695,-0.31792925,2.525834679,7.309703078,-9.747267253,28.36847832,6.415550964,3.21189344,6.944975114,9.99110556,5.846447725,8.451561122,-10.53363682
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.90756772,4.385804124,16.81165189,6.207449943,21.18578925,31.18857752,11.19896913,17.06849214,12.04659941,16.60466139,12.69463453,18.26903856,8.404752465,4.044223979,-9.493231214,13.55602777,14.47840059,9.336677592,10.7261557,10.08821716,11.49865371,10.56195667,9.748433344,11.6048362,11.28253737,-1.418110115
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,2.6029556,-46.96847645,22.70582278,28.53959661,-15.37167585,-19.43980821,18.45594606,1.251331627,31.71325377,-23.58152012,0.092049426,6.643285792,0.0058465,-0.524692711,4.889659428,58.25885978,10.37785114,10.94253685,-7.483809414,-9.327489492,0.650531195,-8.098344377,-3.248132347,40.25821483,0.184648756,-9.353139067,-0.586545729,9.5275387,6.211516435,21.56036156,15.96797695,-2.612545783,23.59810526,-2.422734416,-15.14601277,8.008782866,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,-6.684815487,9.940572663,14.30958231,-4.376235921,13.18108254,1.652367334,-3.508909034,4.373532032,6.479397843,11.47791867,22.26580375,4.320162541,4.079749885,-6.85477914,1.718213058,5.8004158,2.996659462,10.51702757,4.93720599,8.739461238,3.993948563,9.775967413,46.15359131,16.80380823,-2.29972054,-17.03315257,-4.450775713,6.807988173,-5.498991226,-0.528772156,4.197758866,-0.062273958,-7.928100659,-10.43548429,-8.654963962,16.48425072,10.68804458,5.539926957,3.275737099,4.641159158,-4.885331026,0.125108048,-13.02678511
"Korea, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.53910286,10.17671427,-1.308439434,-0.481508191,-1.712464133,3.491675759,-6.091102076,0.18610032,-1.776770199,
Latin America & Caribbean (excluding high income),,,,,,,7.337274476,5.057722567,9.264125314,9.335839039,6.142430148,6.846403777,9.972442006,11.31509736,6.931186317,3.489552471,7.293257915,3.538923207,7.606888877,7.468696043,6.437988037,-2.363179049,-1.258460487,-5.433500862,5.171797125,5.005276094,5.213728879,2.188873789,-0.559386385,2.507004036,-2.091595564,-0.016842104,0.396011399,4.236270027,6.488401309,-0.839432316,3.592045889,5.670337101,1.383941003,-1.380672528,3.60323655,-1.173020897,0.661191089,2.041169452,6.786330535,2.776138948,3.934781029,4.536545968,2.691201087,-4.604487844,7.090002672,4.295269229,1.098317304,2.001793418,0.44671808,-1.238418885,-1.560521137,0.112542944,0.612125884,-0.55178438,-7.536634774
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12588173,10.10957697,18.32932637,7.595777436,12.67384576,17.58411497,7.771459294,12.89277331,14.6531674,19.37511254,16.58046063,12.95439704,7.702769068,7.309715889,7.011178662,11.99792297,11.60716721,7.809789116,5.603028174,3.58914168
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.53576003,9.803925385,8.000962164,4.735741402,11.67486132,0.881621866,3.242314617,-6.194706402,-0.805687342,1.764482798,4.18741978,3.395714212,6.211679336,5.069541761,-0.196590449,17.64114874,9.221781429,4.671030756,6.164691592,2.180201785,1.751217048,5.899581456,-2.723078449,-5.067797443,2.095418247,-3.267564292,-4.194736071,-17.41088342,-0.251653376
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.94671485,-17.26700805,-10.21008701,95.78291422,7.531013725,15.64914775,14.77439291,18.69749321,66.25538252,-1.428571429,21.73913043,46.42857143,61.78861789,11.05527638,-15.83710407,11.29032258,16.42512077,20,5.220677732,0.642143135
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,25.41991628,11.49685685,8.639161598,7.757852876,-7.710946367,-6.62928646,18.33910576,21.74368604,13.71056627,7.178692682,16.83635358,17.81630254,-6.074428814,6.831543416,13.57208046,-0.722977252,1.63746965,5.861726756,-3.994091691,-1.247627894,11.09962602,8.919914413,-3.901937585,-9.943894668,-2.693249398,7.583239681,18.93329921,-13.96636806,27.36842526,-8.782984364,22.59692914,-2.590726046,0.736652993,1.643050044,0.474769306,-3.372311069,0.514456711,6.864682825,1.16037161,4.261545734,-3.42585908,3.012318221,-2.699999777
Latin America & Caribbean,,,,,,,7.361073979,4.877343453,8.877075323,5.634896492,7.497488899,5.144384095,6.695765415,9.715695216,4.687327075,0.358128563,6.941661465,3.713136892,6.972815725,6.607007372,4.631131475,-2.014325178,-2.164681398,-5.689490703,6.453515689,3.962030687,5.542477391,2.512700091,0.807417225,0.840535141,-0.235798046,2.038166629,1.767917143,3.913348562,5.061842347,0.531594076,3.529665371,4.423182196,1.306115733,-2.277911359,3.664390093,-0.393327916,-1.218278024,0.620817318,7.873424389,3.338346943,4.435862364,4.268228734,2.756130481,-4.484048174,5.388192613,3.967107707,1.715460256,1.822934384,-0.319162769,-1.087102309,-1.494147186,0.025875882,0.812950913,-0.500721615,-7.258652758
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.437505495,7.566708381,5.375045903,8.352814429,10.16122959,8.310287101,11.19927287,5.720195148,3.988534187,8.373579839,3.860970846,2.170232185,7.090886593,5.182177217,4.132828243,4.379065962,6.29532357,7.826446388,3.974169218,-0.819560067
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.353539319,-9.704010644,0.771356559,2.889434344,1.865856373,6.403994937,1.395522104,3.055231185,7.488007437,15.07688604,4.11624252,7.347222457,6.071412398,5.488766091,6.048962125,1.656923453,9.094003547,2.62909492,6.333354339,9.806735659,1.932545889,-7.192160981,7.951602831,6.388817392,-3.29416012,0.527850457,7.752613672,12.68081494,6.232331993,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,0.686115086,6.078959242,3.516412498,5.202431871,0.56796345,8.16834699,8.930112223,15.67824169,10.29090699,9.297109778,0.141967893,-1.37633236,5.854221842,-3.841776593,1.42709965,7.908592928,-3.938994452,15.0583526,10.12343247,4.719509885,2.335985531,2.375201585,1.584193194,6.84589753,4.96122584,6.086835735,6.162641561,4.251963428,3.322024207,7.734304623,3.79180271,6.550090803,9.358217216,7.835357119,6.92962824,5.234070703,7.396996247,5.69392128,4.788005201,7.227474648,-2.251447726,0.835129209,4.666022202,5.411337139,7.986321253,8.116949126,7.60649706,5.918145337,4.212006398,8.444237795,9.250570865,9.033685753,4.100956991,4.701585646,2.209139299,5.693268274,4.697385423,1.26581781,2.637550149,-6.915369436
Lower middle income,,11.10717664,7.51217884,6.714656536,7.617225359,9.878927073,7.383873835,7.516147878,11.22088445,13.0154587,8.657622094,10.20876875,9.816673838,9.588764102,3.310052474,-2.568839837,13.78106158,-0.223069333,-7.553823449,-5.967456168,-12.58360701,5.886790804,9.433194018,1.334025136,-0.872892586,1.309115142,1.898166255,5.76791894,5.396028493,5.543604746,9.76524959,3.472673064,1.269226932,1.03427254,1.742404802,5.391664388,6.329833185,3.237935455,-1.682450768,2.518203342,6.142450626,2.624420565,5.003488252,6.44922002,5.936951788,6.028636903,6.774049752,5.864903562,3.452823617,2.905300078,6.017441853,4.063404779,1.320532101,2.734389697,5.084190868,4.815430522,6.633670671,4.652623622,3.137012958,0.265927087,-4.605492017
Low & middle income,,,,,,,7.842474829,4.323334648,8.570614341,11.18199898,8.394470751,7.838602154,8.54421549,9.965575356,4.693960201,1.973822216,8.810878701,2.429737597,2.453339298,3.309019797,1.328612141,0.577736082,2.874344764,-1.042950246,4.261520009,4.606971241,4.596544422,4.955848259,3.503150029,3.509099244,4.577619246,-0.867830196,-1.660871297,2.167194579,2.495482486,3.936335884,5.469232899,6.087287157,2.202365528,3.3274052,6.858692307,2.998668891,4.891578768,6.640040711,8.644521664,7.016395451,8.283943571,8.646377391,5.434485569,2.310909502,8.8228356,7.196515119,4.451877105,5.054404745,4.783152566,3.891648501,4.685189796,4.413274735,3.908350981,2.523194728,-1.198524588
Lesotho,,,,,,,,,,,,11.81298932,0.330272885,23.41015714,14.03309385,-1.246032698,16.16165942,11.64122868,-5.187267417,6.087176028,11.5617935,-8.30038863,42.33131265,-14.16882261,12.26432962,3.821140283,2.582690803,6.244080671,30.47195317,20.76819978,17.92017995,48.17383354,11.44964124,4.064058958,9.205442278,11.71949407,7.500084676,-2.200649005,1.695917623,5.684347669,14.35082339,5.73620996,6.3850232,7.546703607,0.116255014,2.307104363,6.450386455,4.037352824,8.629031205,-6.168572012,7.40397718,3.162383843,5.214246162,-10.40144699,-4.625613734,3.913914203,1.97469922,-3.259972744,3.645164281,-1.303166086,-10.67097876
Late-demographic dividend,,,,,,,11.32151294,-0.024980814,7.426765416,12.92440285,11.79563504,10.80690833,10.1178531,11.39405059,6.145820056,4.192504772,8.0120213,5.084959689,11.00929688,7.38071775,8.926355444,-4.484421425,0.580531192,-0.075949883,8.650195067,9.3921049,10.0679047,5.298534476,4.520913379,3.455129951,-1.851672803,-0.833875202,-4.792639316,3.053833733,2.522643716,6.307976326,4.333565311,6.04547325,2.658254223,4.577509921,7.916253182,5.001773608,5.836240784,8.133516663,9.36928071,7.658708292,9.451229376,10.0142943,6.627097899,3.300621932,9.730090956,8.420036722,5.727752976,5.489781984,4.963269486,4.480859498,4.073806556,4.247482969,4.836346622,3.791529055,1.054632725
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.182260742,6.976282944,13.68790718,-4.593890474,1.598640507,12.5763686,6.914422516,17.58548215,11.3285572,9.481155574,13.02646135,11.1997104,1.73805993,-24.85731495,4.020171743,10.36745753,1.727546234,4.63303151,5.85942778,1.158686407,0.761982857,5.251561133,4.428980976,4.620645239,0.62596404
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.786253108,5.878302714,1.61569591,7.804742563,4.626413775,-2.761537555,4.301919711,5.53936444,1.364759088,-0.565055455,-5.556705322,16.12513208,-15.19676884,-11.41220975,2.624951486,-1.256849341,-2.865504267,7.868032449,1.507671996,5.967777563,8.577027933,0.753828558,6.010464046,1.527202149,-4.753203916
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.414533835,13.27540403,6.83277489,-0.332732989,2.637277833,4.791913026,11.11323322,6.700452292,7.689999523,6.999387945,14.56398857,6.146588448,-4.280882834,-23.84914376,-6.386509266,9.779907549,3.069062131,-0.882148753,-3.970752142,5.057712717,0.027523602,7.105652393,3.254825379,1.452807025,0.050776202
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.67079833,-18.16136919,3.130975143,10.61993048,2.922537055,32.56322833,14.22648752,-17.04530179,-19.42553881,-8.371461612,5.481782265,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,3.845284158,7.803802158,3.383383553,7.967773407,5.70932996,5.675000222,6.483289933,12.47896493,9.542679777,7.81420541,-1.316494143,6.629726564,-1.981510641,2.960834721,0.688463615,1.071223083,3.548832123,3.177087015,-0.261102148,0.779405616,9.758478591,-2.614513799,8.015100191,0.491868842,2.518437632,-0.946554672,3.310761682,2.870468591,2.93029044,5.805602331,3.842902141,2.210488623,4.085313709,4.134913638,2.738835313,3.868032896,3.624003256,4.75898405,4.406498989,6.446019024,5.899699474,-6.576742756,10.24042061,6.301582026,0.764291242,0.592679055,3.479554799,1.796629158,0.644851305,3.558374381,2.986475468,3.538690567,-5.556793422
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.934722241,2.057771157,18.56107477,-3.160876696,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.657518395,-13.09860198,-16.34181843,-5.941802688,15.68619332,5.609065797,3.160148878,17.87322288,8.112849557,2.619824715,-3.791872914,-1.135916524,1.800001043,-19.87000065,5.822291305,7.488943055,0.939599805,5.966124534,8.877855735,2.454688339,0.617253925,3.842454225,8.500703965,7.267993466,-1.233056534
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.32771001,2.512981369,2.830672183,1.706841536,7.586875366,8.609775595,-22.76364368,10.0940721,4.630075024,3.062620719,3.416896254,4.84592711,7.131178536,-5.663779331,1.794005062,0.552902224,9.148868451,27.29059756,6.956627837,6.694881134,4.786687515,5.801886691,8.110465296,8.600000001,-20.6408217
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.710945601,23.19074639,20.86492106,12.85806139,-3.757928742,11.40857055,5.321038477,15.8872174,23.95539524,14.2665055,12.49669901,14.14582953,10.11361282,-25.22303562,7.3111171,15.25106189,4.084361665,-5.978972038,16.16152033,18.14233623,8.901025422,13.00223448,15.58477168,1.488593254,-21.33978054
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14944978,3.88714794,6.44397013,-0.208782338,6.486411913,-0.896755471,-1.788514849,5.253309467,7.101333027,3.737433174,4.382765827,1.705639291,4.168481611,-2.988865663,4.275524086,6.235768574,0.668808084,0.509058737,2.395507614,3.090295198,7.048716584,-0.701184855,-0.497179114,-2.096769491,-4.233387326
Mexico,,,,,,,8.70887346,7.402260882,7.957018926,7.681713544,6.817660964,1.296032252,9.425773414,10.13561736,5.977842969,4.574918209,4.826191365,1.524751014,10.34779705,10.93357157,7.866649433,8.858291702,-2.611357183,-9.895837306,4.956347972,5.48532018,-5.905997437,2.816295542,2.773508789,6.135149288,6.711874612,3.361341733,4.373084224,0.286198285,5.55481793,-10.88295235,11.82052213,7.893099804,5.972975555,1.537227587,4.396863086,-2.183475229,-1.503146597,1.759625893,3.853026501,2.150265844,4.129574244,0.926536164,-1.049443824,-7.475724823,4.536131363,2.84918109,2.844554294,-0.223161402,2.572992494,1.101429041,0.316528677,-0.249285988,0.500668146,-1.671878052,-9.994097098
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.17312861,5.49008971,-2.192690081,7.446534022,8.750968479,-10.75614217,24.58730929,-17.43389128,35.13399442,-4.070042752,-11.27600283,6.467587094,20.08086753,-4.248365004,-27.46533351,13.04164278,-0.094346669,-12.92589547,-2.849189529,-0.692138093,7.9368425,15.22502311,
Middle income,,,,,,,7.800571376,4.345940944,8.607639542,11.18868052,8.252027955,7.893844685,8.711887722,9.997979707,4.663423621,2.039373917,9.071420385,2.490832859,2.585742885,3.429193508,1.271869942,0.568506975,2.912975139,-1.128754676,4.210890564,4.660465014,4.620127732,4.977415582,3.558899445,3.588947447,4.771148647,-0.819742232,-1.578651208,2.180238348,2.491851861,3.955480009,5.460567696,6.131150541,2.194747879,3.289930518,6.78317433,2.987575939,4.866937263,6.646071819,8.67780112,7.026327948,8.351319417,8.642122922,5.461703515,2.267887181,8.811811504,7.256034481,4.577000835,5.026775899,4.767413879,3.963174201,4.722379658,4.384598873,3.830588704,2.489698856,-1.234071139
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.26123171,-13.51214501,-12.84223573,-8.499288694,12.00887517,1.185055891,3.142232062,3.203747049,4.592253628,4.064093579,-2.741521911,2.321248043,9.994575536,2.650721243,7.76225936,6.945196319,-10.31592425,5.488138913,5.171138563,8.145920306,20.55759253,-5.027945784,7.642111369,8.590417172,6.245347779,-2.886084325,1.526006232,-1.996526064,4.300977815,-6.830864889
Mali,,,,,,,,,0.934407604,2.779078632,9.909750067,-21.42219095,13.60278517,2.111172406,0,8.964486475,5.697086052,11.97527626,-1.604522727,-15.76048141,1.087498611,1.987662297,-7.231422061,19.61110592,8.512798284,8.343953958,5.129976271,1.24314494,0.600041217,0.661487137,4.543183938,13.07028129,2.238937872,1.9629639,-8.586543506,10.57251511,7.520003659,23.31390415,8.141961792,2.737317571,21.40239116,19.78789325,17.30937075,0.097079663,4.983916559,8.515366477,1.248201795,1.146855878,1.148699592,3.277711999,-0.356931804,4.066925424,-8.618737521,-0.382218742,8.081309409,-0.415942079,0.53768923,6.751413038,5.541531482,3.69505258,-0.175887797
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.81215961,34.98380474,20.76274936,21.39272829,19.9433489,29.42229832,18.80430104,17.71492522,18.33160163,36.68064192,10.22518252,8.003110854,11.40697224,12.14708206,8.324667116,8.712403238,8.326142881,8.38962704,1.3,-10.3
Middle East & North Africa (excluding high income),,,,,,,,,,16.17203726,11.44276531,14.23056093,11.91539214,11.9884407,1.500861457,-7.119332613,18.03281769,-6.737713371,-16.94708109,-13.19752353,-35.07182966,-1.194854034,43.01647066,3.552155944,-10.44703238,1.353485083,-2.345686862,9.588629113,0.05367954,3.185557022,33.28177747,-9.234801714,4.521873445,2.431553541,0.164101146,2.626535122,5.065587262,8.508716436,10.50864566,5.604745697,5.82071909,0.628845898,1.578563467,-0.314042041,7.349288719,2.97592523,3.987830198,4.877282752,4.208930517,-0.141668426,5.111240419,1.633534751,-4.869341404,-0.465772083,2.852707122,1.799700431,14.01274657,0.718617652,-4.065594482,-4.127327314,-3.168717823
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.509779301,-3.56616491,-0.75089245,7.400643003,0.158420215,7.897344977,7.72895988,13.3317445,-15.89948422,3.791109467,0.045956928,-8.060623544,7.998998078,0.300842403,1.987155035,11.51113889,9.744318403,15.31637914,5.589567823,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,9.155823382,7.849172682,11.27363083,5.578713114,6.589730954,4.501432069,6.97927983,5.399996912,-27.70834809,-14.81591688,-9.564488087,-7.573087085,2.291506801,28.40794579,-1.934793563,0.122853089,2.785478196,0.811891447,1.486727688,12.76942785,3.458533107,6.640522045,15.25724044,4.218148349,6.292855523,7.020801574,-0.789395692,-0.412193257,4.29383462,8.773495032,14.83877746,14.6415419,12.65383984,9.942493827,-0.443340662,0.713645191,7.858415526,3.063070228,-6.22832901
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
